node_id,energy,time,issue_type,starting_time,rootcause
consumptionNode_1,34.3509135166979,0,none,0,0
consumptionNode_1,37.675298553609544,1,none,0,0
consumptionNode_1,40.63288128055285,2,none,0,0
consumptionNode_1,43.32225511925178,3,none,0,0
consumptionNode_1,46.11178821232558,4,none,0,0
consumptionNode_1,50.10777902579011,5,none,0,0
consumptionNode_1,54.99448775930445,6,none,0,0
consumptionNode_1,54.25828539079962,7,none,0,0
consumptionNode_1,58.0258836369397,8,none,0,0
consumptionNode_1,59.978064249272514,9,none,0,0
consumptionNode_1,60.779868273737776,10,none,0,0
consumptionNode_1,61.788918881644896,11,none,0,0
consumptionNode_1,62.74351933719405,12,none,0,0
consumptionNode_1,67.14025302006257,13,none,0,0
consumptionNode_1,61.71975163583476,14,none,0,0
consumptionNode_1,67.04615474870675,15,none,0,0
consumptionNode_1,58.58142556029569,16,none,0,0
consumptionNode_1,61.71441056553072,17,none,0,0
consumptionNode_1,64.2418127886602,18,none,0,0
consumptionNode_1,66.57188823717927,19,none,0,0
consumptionNode_1,64.32400849276908,20,none,0,0
consumptionNode_1,68.12841025368674,21,none,0,0
consumptionNode_1,74.70542928078576,22,none,0,0
consumptionNode_1,64.8293542573175,23,none,0,0
consumptionNode_1,72.69602701534828,24,none,0,0
consumptionNode_1,65.89597883667648,25,none,0,0
consumptionNode_1,73.17814379506032,26,none,0,0
consumptionNode_1,71.67318175362405,27,none,0,0
consumptionNode_1,71.43634730426069,28,none,0,0
consumptionNode_1,69.84761150504845,29,none,0,0
consumptionNode_1,69.907733401375,30,none,0,0
consumptionNode_1,67.00383744975478,31,none,0,0
consumptionNode_1,66.09150215956542,32,none,0,0
consumptionNode_1,66.97161690970688,33,none,0,0
consumptionNode_1,64.75167310273214,34,none,0,0
consumptionNode_1,60.49925730111807,35,none,0,0
consumptionNode_1,68.11291246645813,36,none,0,0
consumptionNode_1,64.24922941620054,37,none,0,0
consumptionNode_1,71.52670411878724,38,none,0,0
consumptionNode_1,70.15376193195154,39,none,0,0
consumptionNode_1,69.82852857835694,40,none,0,0
consumptionNode_1,71.85377222984035,41,none,0,0
consumptionNode_1,74.9210048154961,42,none,0,0
consumptionNode_1,71.56933566684533,43,none,0,0
consumptionNode_1,77.98709102269294,44,none,0,0
consumptionNode_1,76.83338608666374,45,none,0,0
consumptionNode_1,70.43594212276876,46,none,0,0
consumptionNode_1,72.40578276773259,47,none,0,0
consumptionNode_1,72.66677235141715,48,none,0,0
consumptionNode_1,77.49640019800177,49,none,0,0
consumptionNode_1,75.98873043369971,50,none,0,0
consumptionNode_1,65.85753722099317,51,none,0,0
consumptionNode_1,72.43491796394964,52,none,0,0
consumptionNode_1,63.06098600500028,53,none,0,0
consumptionNode_1,59.87629317835502,54,none,0,0
consumptionNode_1,60.7397484955486,55,none,0,0
consumptionNode_1,61.39845108493374,56,none,0,0
consumptionNode_1,61.9255043136195,57,none,0,0
consumptionNode_1,57.8805978964762,58,none,0,0
