node_id,energy,time,issue_type,starting_time,rootcause
consumptionNode_2,38.01223497970099,0,none,0,0
consumptionNode_2,40.52706386117353,1,none,0,0
consumptionNode_2,43.901707014793494,2,none,0,0
consumptionNode_2,48.44261979910794,3,none,0,0
consumptionNode_2,50.533678219962255,4,none,0,0
consumptionNode_2,53.20777691625119,5,none,0,0
consumptionNode_2,54.442941605497744,6,none,0,0
consumptionNode_2,57.63738686297459,7,none,0,0
consumptionNode_2,65.35620505729712,8,none,0,0
consumptionNode_2,64.11237415807396,9,none,0,0
consumptionNode_2,67.35089712160467,10,none,0,0
consumptionNode_2,70.03532870695791,11,none,0,0
consumptionNode_2,68.71165990316351,12,none,0,0
consumptionNode_2,68.39160621408735,13,none,0,0
consumptionNode_2,68.47454949783878,14,none,0,0
consumptionNode_2,68.32984120246834,15,none,0,0
consumptionNode_2,67.66386914550263,16,none,0,0
consumptionNode_2,70.84570342308528,17,none,0,0
consumptionNode_2,69.55594622516809,18,none,0,0
consumptionNode_2,72.51758938956709,19,none,0,0
consumptionNode_2,66.08579220642346,20,none,0,0
consumptionNode_2,70.5401154253867,21,none,0,0
consumptionNode_2,70.32750094959144,22,none,0,0
consumptionNode_2,74.37296412520305,23,none,0,0
consumptionNode_2,68.15093424736934,24,none,0,0
consumptionNode_2,74.89027093994295,25,none,0,0
consumptionNode_2,75.83885609973112,26,none,0,0
consumptionNode_2,75.28582614279486,27,none,0,0
consumptionNode_2,75.40757175543207,28,none,0,0
consumptionNode_2,66.30043238315022,29,none,0,0
consumptionNode_2,69.75346556169586,30,none,0,0
consumptionNode_2,69.50091969346603,31,none,0,0
consumptionNode_2,69.45150589233009,32,none,0,0
consumptionNode_2,70.1943364744144,33,none,0,0
consumptionNode_2,67.8032772097104,34,none,0,0
consumptionNode_2,67.84895938033198,35,none,0,0
consumptionNode_2,65.54026822149919,36,none,0,0
consumptionNode_2,69.58301772308789,37,none,0,0
consumptionNode_2,72.64899830364328,38,none,0,0
consumptionNode_2,77.81074374350005,39,none,0,0
consumptionNode_2,75.44683595100398,40,none,0,0
consumptionNode_2,83.299207243851,41,none,0,0
consumptionNode_2,76.73491770166059,42,none,0,0
consumptionNode_2,79.28569826887312,43,none,0,0
consumptionNode_2,78.8484412411518,44,none,0,0
consumptionNode_2,81.80303341752118,45,none,0,0
consumptionNode_2,82.94388525384537,46,none,0,0
consumptionNode_2,78.89306517510803,47,none,0,0
consumptionNode_2,79.28932004138349,48,none,0,0
consumptionNode_2,80.57961415082806,49,none,0,0
consumptionNode_2,75.29421106256392,50,none,0,0
consumptionNode_2,77.84919922871656,51,none,0,0
consumptionNode_2,70.70784021410647,52,none,0,0
consumptionNode_2,69.1722814678197,53,none,0,0
consumptionNode_2,68.59580897735589,54,none,0,0
consumptionNode_2,67.23801591871072,55,none,0,0
consumptionNode_2,63.91964267737147,56,none,0,0
consumptionNode_2,68.00383568148487,57,none,0,0
consumptionNode_2,66.03258161766333,58,none,0,0
consumptionNode_2,65.02530738595202,59,none,0,0
consumptionNode_2,60.72268924815189,60,none,0,0
consumptionNode_2,58.60596641322702,61,none,0,0
consumptionNode_2,55.711825035421796,62,none,0,0
consumptionNode_2,57.08787370396923,63,none,0,0
consumptionNode_2,50.72198444923063,64,none,0,0
consumptionNode_2,50.29835115927754,65,none,0,0
consumptionNode_2,47.67693854608508,66,none,0,0
consumptionNode_2,48.02840549517023,67,none,0,0
consumptionNode_2,45.26212466064316,68,none,0,0
consumptionNode_2,42.88466368258549,69,none,0,0
consumptionNode_2,40.91627147607105,70,none,0,0
consumptionNode_2,39.235496160186685,71,none,0,0
consumptionNode_2,38.25757758712385,72,none,0,0
consumptionNode_2,37.776698703219644,73,none,0,0
consumptionNode_2,39.21644706942186,74,none,0,0
consumptionNode_2,39.49449293367596,75,none,0,0
consumptionNode_2,39.744849619228965,76,none,0,0
consumptionNode_2,40.37204984618198,77,none,0,0
consumptionNode_2,40.81941456547949,78,none,0,0
consumptionNode_2,40.82978283116056,79,none,0,0
consumptionNode_2,40.865594150272806,80,none,0,0
consumptionNode_2,40.60508830276001,81,none,0,0
consumptionNode_2,40.149560082536254,82,none,0,0
consumptionNode_2,38.88461713032572,83,none,0,0
consumptionNode_2,39.07970069381882,84,none,0,0
consumptionNode_2,34.83090812190102,85,none,0,0
consumptionNode_2,33.62349425393521,86,none,0,0
consumptionNode_2,30.684051107753017,87,none,0,0
consumptionNode_2,31.26143696860317,88,none,0,0
consumptionNode_2,24.762496976852585,89,none,0,0
consumptionNode_2,23.82770473308492,90,none,0,0
consumptionNode_2,24.131372388107536,91,none,0,0
consumptionNode_2,23.16405241842143,92,none,0,0
consumptionNode_2,24.996465787337357,93,none,0,0
consumptionNode_2,20.45666821807631,94,none,0,0
consumptionNode_2,17.174485004698493,95,none,0,0
consumptionNode_2,19.122223526343767,96,none,0,0
consumptionNode_2,15.828996990611856,97,none,0,0
consumptionNode_2,17.27728959809674,98,none,0,0
consumptionNode_2,15.416703136288108,99,none,0,0
consumptionNode_2,14.475321040044616,100,none,0,0
consumptionNode_2,11.091007991139943,101,none,0,0
consumptionNode_2,16.73587959731764,102,none,0,0
consumptionNode_2,12.583313298940809,103,none,0,0
consumptionNode_2,6.902138886758944,104,none,0,0
consumptionNode_2,8.184315863091214,105,none,0,0
consumptionNode_2,5.760825687886464,106,none,0,0
consumptionNode_2,6.163414099807092,107,none,0,0
consumptionNode_2,2.5343236164590666,108,none,0,0
consumptionNode_2,11.189748318678996,109,none,0,0
consumptionNode_2,9.774262084531369,110,none,0,0
consumptionNode_2,16.611708577074534,111,none,0,0
consumptionNode_2,13.651246591026478,112,none,0,0
consumptionNode_2,21.32262834303932,113,none,0,0
consumptionNode_2,20.79630588911592,114,none,0,0
