node_id,energy,time,issue_type,starting_time,rootcause
consumptionNode_1,37.39303626210082,0,none,0,0
consumptionNode_1,40.34170564339377,1,none,0,0
consumptionNode_1,43.61590902878967,2,none,0,0
consumptionNode_1,46.750017218911864,3,none,0,0
consumptionNode_1,50.26850440456179,4,none,0,0
consumptionNode_1,53.19809122351095,5,none,0,0
consumptionNode_1,56.79305185133655,6,none,0,0
consumptionNode_1,58.83509616415081,7,none,0,0
consumptionNode_1,63.61402985843784,8,none,0,0
consumptionNode_1,61.78485780053948,9,none,0,0
consumptionNode_1,66.00587772778256,10,none,0,0
consumptionNode_1,73.08937061306636,11,none,0,0
consumptionNode_1,67.3958604776715,12,none,0,0
consumptionNode_1,70.87720128173065,13,none,0,0
consumptionNode_1,65.00683781771801,14,none,0,0
consumptionNode_1,65.9529448508291,15,none,0,0
consumptionNode_1,73.72141069692434,16,none,0,0
consumptionNode_1,70.1168217260447,17,none,0,0
consumptionNode_1,67.15581609547614,18,none,0,0
consumptionNode_1,69.81652770630052,19,none,0,0
consumptionNode_1,67.23233267871376,20,none,0,0
consumptionNode_1,72.27361696140326,21,none,0,0
consumptionNode_1,70.42313881632371,22,none,0,0
consumptionNode_1,67.86650776044333,23,none,0,0
consumptionNode_1,72.697250603289,24,none,0,0
consumptionNode_1,71.42787480423964,25,none,0,0
consumptionNode_1,67.86543047586363,26,none,0,0
consumptionNode_1,76.59367885110349,27,none,0,0
consumptionNode_1,72.80948912217299,28,none,0,0
consumptionNode_1,70.00037261560226,29,none,0,0
consumptionNode_1,70.21187347164862,30,none,0,0
consumptionNode_1,72.28963847331448,31,none,0,0
consumptionNode_1,69.63279175157002,32,none,0,0
consumptionNode_1,70.44052350980772,33,none,0,0
consumptionNode_1,71.28887250311328,34,none,0,0
consumptionNode_1,71.57038702012656,35,none,0,0
consumptionNode_1,68.78733963140174,36,none,0,0
consumptionNode_1,71.91808886202364,37,none,0,0
consumptionNode_1,67.55020227525283,38,none,0,0
consumptionNode_1,75.80494812031318,39,none,0,0
consumptionNode_1,73.6496376957618,40,none,0,0
consumptionNode_1,78.20987743578442,41,none,0,0
consumptionNode_1,72.8464118925246,42,none,0,0
consumptionNode_1,77.73783415480285,43,none,0,0
consumptionNode_1,73.4384521559097,44,none,0,0
consumptionNode_1,81.67599787587999,45,none,0,0
consumptionNode_1,76.57776477969969,46,none,0,0
consumptionNode_1,87.3408612361222,47,none,0,0
consumptionNode_1,78.981765469505,48,none,0,0
consumptionNode_1,74.16152744961177,49,none,0,0
consumptionNode_1,80.55196055803403,50,none,0,0
consumptionNode_1,73.20615043834796,51,none,0,0
consumptionNode_1,75.68048715297168,52,none,0,0
consumptionNode_1,67.8249191723834,53,none,0,0
consumptionNode_1,66.2965424392266,54,none,0,0
consumptionNode_1,63.648372457541754,55,none,0,0
consumptionNode_1,66.00610835792023,56,none,0,0
consumptionNode_1,67.17832208170847,57,none,0,0
consumptionNode_1,63.65333960871719,58,none,0,0
consumptionNode_1,58.714516068649885,59,none,0,0
consumptionNode_1,57.88713668257459,60,none,0,0
consumptionNode_1,56.37454343028219,61,none,0,0
consumptionNode_1,55.45452687553836,62,none,0,0
consumptionNode_1,54.3624763701018,63,none,0,0
consumptionNode_1,51.94832467183095,64,none,0,0
consumptionNode_1,52.29667973204309,65,none,0,0
consumptionNode_1,48.09293309133574,66,none,0,0
consumptionNode_1,47.79468996752815,67,none,0,0
consumptionNode_1,44.81602502318598,68,none,0,0
consumptionNode_1,42.6209560480156,69,none,0,0
consumptionNode_1,40.62365476417703,70,none,0,0
consumptionNode_1,38.42593591413946,71,none,0,0
consumptionNode_1,37.20120879900765,72,none,0,0
consumptionNode_1,37.640777754260974,73,none,0,0
consumptionNode_1,38.36090721506264,74,none,0,0
consumptionNode_1,38.938060029641484,75,none,0,0
consumptionNode_1,40.0668990678436,76,none,0,0
